,new_customer_id
407,15473.0
408,15482.0
409,15489.0
410,15493.0
411,15502.0
412,15505.0
413,15513.0
414,15514.0
415,15518.0
416,15521.0
417,15527.0
418,15529.0
419,15530.0
420,15532.0
421,15533.0
422,15555.0
423,15584.0
424,15587.0
425,15594.0
426,15605.0
427,15606.0
428,15608.0
429,15618.0
430,15620.0
431,15632.0
432,15656.0
433,15660.0
434,15669.0
435,15671.0
436,15679.0
437,15681.0
438,15696.0
439,15706.0
440,15707.0
441,15708.0
442,15719.0
443,15722.0
444,15727.0
445,15730.0
446,15737.0
447,15738.0
448,15743.0
449,15752.0
450,15754.0
451,15756.0
452,15781.0
453,15785.0
454,15786.0
455,15801.0
456,15805.0
457,15809.0
458,15811.0
459,15815.0
460,15819.0
461,15826.0
462,15831.0
463,15834.0
464,15835.0
465,15839.0
466,15841.0
467,15845.0
468,15858.0
469,15860.0
470,15861.0
471,15864.0
472,15874.0
473,15906.0
474,15916.0
475,15952.0
476,15953.0
477,15955.0
478,15965.0
479,15971.0
480,15974.0
481,15981.0
482,15983.0
483,15987.0
484,15998.0
485,16003.0
486,16005.0
487,16007.0
488,16009.0
489,16014.0
490,16029.0
491,16042.0
492,16043.0
493,16059.0
494,16066.0
495,16081.0
496,16085.0
497,16086.0
498,16107.0
499,16120.0
500,16126.0
501,16128.0
502,16131.0
503,16140.0
504,16150.0
505,16153.0
506,16157.0
507,16160.0
508,16164.0
509,16170.0
510,16173.0
511,16184.0
512,16186.0
513,16187.0
514,16188.0
515,16203.0
516,16205.0
517,16206.0
518,16218.0
519,16224.0
520,16225.0
521,16232.0
522,16235.0
523,16245.0
524,16249.0
525,16255.0
526,16258.0
527,16261.0
528,16279.0
529,16303.0
530,16308.0
531,16316.0
532,16325.0
533,16327.0
534,16330.0
535,16332.0
536,16341.0
537,16348.0
538,16350.0
539,16362.0
540,16365.0
541,16389.0
542,16394.0
543,16395.0
544,16407.0
545,16409.0
546,16416.0
547,16422.0
548,16434.0
549,16444.0
550,16455.0
551,16462.0
552,16463.0
553,16466.0
554,16469.0
555,16470.0
556,16477.0
557,16488.0
558,16497.0
559,16515.0
560,16531.0
561,16533.0
562,16556.0
563,16566.0
564,16607.0
565,16609.0
566,16612.0
567,16618.0
568,16621.0
569,16628.0
570,16633.0
571,16637.0
572,16638.0
573,16639.0
574,16652.0
575,16655.0
576,16656.0
577,16660.0
578,16668.0
579,16669.0
580,16670.0
581,16676.0
582,16686.0
583,16710.0
584,16713.0
585,16719.0
586,16722.0
587,16726.0
588,16728.0
589,16729.0
590,16730.0
591,16743.0
592,16747.0
593,16748.0
594,16750.0
595,16767.0
596,16768.0
597,16770.0
598,16771.0
599,16774.0
600,16791.0
601,16809.0
602,16814.0
603,16837.0
604,16841.0
605,16842.0
606,16843.0
607,16863.0
608,16869.0
609,16871.0
610,16875.0
611,16877.0
612,16880.0
613,16898.0
614,16907.0
615,16912.0
616,16918.0
617,16923.0
618,16924.0
619,16942.0
620,16945.0
621,16983.0
622,16985.0
623,16996.0
624,17007.0
625,17034.0
626,17041.0
627,17043.0
628,17054.0
629,17059.0
630,17068.0
631,17069.0
632,17073.0
633,17075.0
634,17088.0
635,17092.0
636,17095.0
637,17107.0
638,17109.0
639,17133.0
640,17135.0
641,17139.0
642,17147.0
643,17159.0
644,17160.0
645,17162.0
646,17164.0
647,17169.0
648,17175.0
649,17180.0
650,17191.0
651,17193.0
652,17203.0
653,17211.0
654,17213.0
655,17214.0
656,17220.0
657,17227.0
658,17228.0
659,17231.0
660,17236.0
661,17262.0
662,17272.0
663,17284.0
664,17287.0
665,17289.0
666,17302.0
667,17314.0
668,17317.0
669,17323.0
670,17324.0
671,17338.0
672,17345.0
673,17348.0
674,17365.0
675,17368.0
676,17372.0
677,17373.0
678,17377.0
679,17396.0
680,17410.0
681,17411.0
682,17416.0
683,17422.0
684,17423.0
685,17442.0
686,17463.0
687,17469.0
688,17470.0
689,17509.0
690,17512.0
691,17515.0
692,17516.0
693,17519.0
694,17521.0
695,17527.0
696,17552.0
697,17562.0
698,17571.0
699,17573.0
700,17589.0
701,17596.0
702,17609.0
703,17612.0
704,17613.0
705,17621.0
706,17625.0
707,17633.0
708,17634.0
709,17648.0
710,17652.0
711,17653.0
712,17663.0
713,17667.0
714,17669.0
715,17671.0
716,17672.0
717,17685.0
718,17690.0
719,17696.0
720,17700.0
721,17702.0
722,17716.0
723,17719.0
724,17720.0
725,17724.0
726,17725.0
727,17738.0
728,17758.0
729,17769.0
730,17779.0
731,17790.0
732,17796.0
733,17799.0
734,17800.0
735,17809.0
736,17812.0
737,17813.0
738,17816.0
739,17837.0
740,17838.0
741,17863.0
742,17865.0
743,17867.0
744,17888.0
745,17921.0
746,17930.0
747,17940.0
748,17951.0
749,17961.0
750,17965.0
751,17966.0
752,17975.0
753,17979.0
754,18008.0
755,18016.0
756,18061.0
757,18069.0
758,18075.0
759,18079.0
760,18116.0
761,18125.0
762,18135.0
763,18136.0
764,18139.0
765,18145.0
766,18171.0
767,18172.0
768,18177.0
769,18188.0
770,18211.0
771,18221.0
772,18226.0
773,18236.0
774,18257.0
775,18263.0
